mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,stop_name,parent_station,total_ons,total_offs,number_service_days,hour_of_service,average_ons,average_offs,average_flow,ObjectId
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,0,0,49,04:00:00,0,0,0,4471
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,39621,0,49,07:00:00,809,0,809,4472
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,142,721,49,05:00:00,3,15,32,4473
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,4806,2559,49,11:00:00,98,52,1231,4474
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,35711,0,49,08:00:00,729,0,729,4475
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,448,2493,49,06:00:00,9,51,112,4476
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,5036,2679,49,12:00:00,103,55,1236,4477
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,21078,0,49,09:00:00,430,0,430,4478
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,1077,4705,49,07:00:00,22,96,202,4479
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,5376,2584,49,13:00:00,110,53,1268,4480
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,15003,0,49,10:00:00,306,0,306,4481
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,1619,6651,49,08:00:00,33,136,280,4482
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,7483,3483,49,14:00:00,153,71,1565,4483
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,9192,4232,49,15:00:00,188,86,1807,4484
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,9175,3297,49,16:00:00,187,67,1579,4485
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,10083,3562,49,17:00:00,206,73,1496,4486
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,8461,2708,49,18:00:00,173,55,1127,4487
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,5233,1627,49,19:00:00,107,33,700,4488
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,3455,1126,49,20:00:00,71,23,486,4489
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,2851,813,49,21:00:00,58,17,401,4490
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,2840,583,49,22:00:00,58,12,323,4491
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,2141,312,49,23:00:00,44,6,199,4492
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,1444,2584,49,00:00:00,29,53,181,4493
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,700,1037,49,01:00:00,14,21,64,4494
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,39,155,49,02:00:00,1,3,8,4495
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,0,0,49,03:00:00,0,0,0,4496
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,0,2,49,04:00:00,0,0,0,4497
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,1135,3028,49,05:00:00,23,62,177,4498
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,2341,8737,49,06:00:00,48,178,486,4499
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,4641,15962,49,07:00:00,95,326,816,4500
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,8248,20621,49,08:00:00,168,421,1142,4501
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,5477,16510,49,09:00:00,112,337,915,4502
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,5156,12142,49,10:00:00,105,248,817,4503
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,4916,11026,49,11:00:00,100,225,762,4504
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,6337,12674,49,12:00:00,129,259,902,4505
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,6733,13917,49,13:00:00,137,284,972,4506
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,7748,16744,49,14:00:00,158,342,1223,4507
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,12593,22507,49,15:00:00,257,459,1732,4508
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,16988,30044,49,16:00:00,347,613,2495,4509
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,19330,42112,49,17:00:00,394,859,3221,4510
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,15168,32694,49,18:00:00,310,667,2265,4511
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,9843,21515,49,19:00:00,201,439,1418,4512
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,7370,14059,49,20:00:00,150,287,936,4513
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,6413,11928,49,21:00:00,131,243,801,4514
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,4539,9963,49,22:00:00,93,203,667,4515
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Central,place-cntsq,3157,6784,49,23:00:00,64,138,448,4516
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,533,578,49,00:00:00,11,12,187,4517
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,200,294,49,01:00:00,4,6,75,4518
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,37,43,49,02:00:00,1,1,11,4519
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,0,3,49,03:00:00,0,0,0,4520
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,0,9,49,04:00:00,0,0,0,4521
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,586,12418,49,05:00:00,12,253,417,4522
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,1794,43780,49,06:00:00,37,893,1053,4523
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,6785,41508,49,07:00:00,138,847,1869,4524
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,10048,33226,49,08:00:00,205,678,2624,4525
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,7559,20612,49,09:00:00,154,421,1935,4526
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Charles/MGH,place-chmnl,5321,11815,49,10:00:00,109,241,1206,4527
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,State,place-state,2471,1450,13,19:00:00,190,112,712,4528
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,900,6156,49,09:00:00,18,126,189,4529
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,564,6823,49,10:00:00,12,139,146,4530
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,477,6673,49,11:00:00,10,136,148,4531
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,596,8181,49,12:00:00,12,167,197,4532
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,State,place-state,2067,1113,13,20:00:00,159,86,580,4533
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,495,9308,49,13:00:00,10,190,223,4534
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,14069,0,49,11:00:00,287,0,287,4535
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,15224,0,49,12:00:00,311,0,311,4536
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,15431,0,49,13:00:00,315,0,315,4537
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,16102,0,49,14:00:00,329,0,329,4538
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,20274,0,49,15:00:00,414,0,414,4539
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,16499,0,49,16:00:00,337,0,337,4540
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,15044,0,49,17:00:00,307,0,307,4541
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,11088,0,49,18:00:00,226,0,226,4542
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,7349,0,49,19:00:00,150,0,150,4543
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,6743,0,49,20:00:00,138,0,138,4544
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,5592,0,49,21:00:00,114,0,114,4545
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,4717,0,49,22:00:00,96,0,96,4546
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Ashmont,place-asmnl,3017,0,49,23:00:00,62,0,62,4547
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,287,0,49,00:00:00,6,0,6,4548
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,174,0,49,01:00:00,4,0,4,4549
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,27,0,49,02:00:00,1,0,1,4550
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,186,0,49,04:00:00,4,0,4,4551
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,8704,0,49,05:00:00,178,0,178,4552
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,11650,0,49,06:00:00,238,0,238,4553
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,14990,0,49,07:00:00,306,0,306,4554
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Downtown Crossing,place-dwnxg,17543,21691,49,13:00:00,358,443,1355,4555
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Harvard,place-harsq,11305,34707,49,15:00:00,231,708,1222,4556
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,12357,0,49,08:00:00,252,0,252,4557
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,6480,0,49,09:00:00,132,0,132,4558
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,4244,0,49,10:00:00,87,0,87,4559
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,3615,0,49,11:00:00,74,0,74,4560
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,3862,0,49,12:00:00,79,0,79,4561
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,3365,0,49,13:00:00,69,0,69,4562
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,3312,0,49,14:00:00,68,0,68,4563
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,4209,0,49,15:00:00,86,0,86,4564
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,5043,0,49,16:00:00,103,0,103,4565
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,5143,0,49,17:00:00,105,0,105,4566
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,3755,0,49,18:00:00,77,0,77,4567
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,2001,0,49,19:00:00,41,0,41,4568
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,1608,0,49,20:00:00,33,0,33,4569
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,1845,0,49,21:00:00,38,0,38,4570
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,1333,0,49,22:00:00,27,0,27,4571
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Braintree,place-brntn,852,0,49,23:00:00,17,0,17,4572
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,564,183,49,00:00:00,12,4,95,4573
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,99,97,49,01:00:00,2,2,21,4574
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,29,29,49,02:00:00,1,1,10,4575
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,0,0,49,03:00:00,0,0,0,4576
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,0,0,49,04:00:00,0,0,0,4577
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,2619,1560,49,05:00:00,53,32,833,4578
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,7357,3678,49,06:00:00,150,75,2093,4579
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,12599,6297,49,07:00:00,257,129,3221,4580
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Broadway,place-brdwy,22257,6792,49,08:00:00,454,139,4125,4581
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,State,place-state,1585,1034,13,21:00:00,122,80,445,4582
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,555,12032,49,14:00:00,11,246,302,4583
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,State,place-state,1434,1124,13,22:00:00,110,86,352,4584
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Harvard,place-harsq,11744,41635,49,16:00:00,240,850,1816,4585
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,State,place-state,1068,677,13,23:00:00,82,52,245,4586
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Harvard,place-harsq,15182,45623,49,17:00:00,310,931,2588,4587
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,11,297,13,00:00:00,1,23,98,4588
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Harvard,place-harsq,10916,35399,49,18:00:00,223,722,1848,4589
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,1,73,13,01:00:00,0,6,20,4590
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Harvard,place-harsq,7933,23223,49,19:00:00,162,474,1131,4591
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,0,20,13,02:00:00,0,2,3,4592
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Harvard,place-harsq,6775,15796,49,20:00:00,138,322,776,4593
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Harvard,place-harsq,5268,13337,49,21:00:00,108,272,642,4594
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Harvard,place-harsq,4162,10484,49,22:00:00,85,214,542,4595
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Harvard,place-harsq,2671,7001,49,23:00:00,55,143,376,4596
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,601,1174,49,00:00:00,12,24,79,4597
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,90,304,49,01:00:00,2,6,18,4598
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,10,176,49,02:00:00,0,4,9,4599
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,0,0,49,03:00:00,0,0,0,4600
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,0,0,49,04:00:00,0,0,0,4601
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,3260,2869,49,05:00:00,67,59,867,4602
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,8091,6762,49,06:00:00,165,138,1938,4603
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,15005,15190,49,07:00:00,306,310,3081,4604
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,20215,13709,49,08:00:00,413,280,3417,4605
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,12947,11007,49,09:00:00,264,225,2114,4606
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,9080,8510,49,10:00:00,185,174,1292,4607
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,9908,6824,49,11:00:00,202,139,1047,4608
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,11749,6870,49,12:00:00,240,140,1049,4609
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,13287,6581,49,13:00:00,271,134,1142,4610
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,21938,6937,49,14:00:00,448,142,1381,4611
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,27019,8820,49,15:00:00,551,180,1591,4612
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,20314,7485,49,16:00:00,415,153,1303,4613
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,19555,7698,49,17:00:00,399,157,1261,4614
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,11645,6351,49,18:00:00,238,130,900,4615
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,8251,4279,49,19:00:00,168,87,541,4616
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,5378,3344,49,20:00:00,110,68,384,4617
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,3322,3779,49,21:00:00,68,77,327,4618
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,2062,4059,49,22:00:00,42,83,255,4619
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,JFK/UMass,place-jfk,1112,2522,49,23:00:00,23,51,132,4620
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,736,1498,49,00:00:00,15,31,199,4621
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,306,591,49,01:00:00,6,12,70,4622
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,45,88,49,02:00:00,1,2,11,4623
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,0,1,49,03:00:00,0,0,0,4624
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,0,5,49,04:00:00,0,0,0,4625
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,296,7145,49,05:00:00,6,146,246,4626
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,621,22484,49,06:00:00,13,459,611,4627
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,665,18280,49,15:00:00,14,373,487,4628
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Downtown Crossing,place-dwnxg,20954,27961,49,14:00:00,428,571,1663,4629
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,1810,38375,49,07:00:00,37,783,1090,4630
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,3159,61638,49,08:00:00,64,1258,1407,4631
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,2834,43674,49,09:00:00,58,891,1117,4632
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,3204,17896,49,10:00:00,65,365,944,4633
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,4326,11774,49,11:00:00,88,240,891,4634
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,6275,11742,49,12:00:00,128,240,1033,4635
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,6809,11569,49,13:00:00,139,236,1134,4636
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,9756,13802,49,14:00:00,199,282,1419,4637
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,14310,16328,49,15:00:00,292,333,1951,4638
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Kendall/MIT,place-knncl,26324,18085,49,16:00:00,537,369,2858,4639
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,0,0,13,03:00:00,0,0,0,4640
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,0,0,13,04:00:00,0,0,0,4641
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,807,26115,49,16:00:00,16,533,722,4642
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,0,0,13,05:00:00,0,0,0,4643
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,977,42907,49,17:00:00,20,876,1063,4644
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,17,175,13,06:00:00,1,13,67,4645
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,933,33211,49,18:00:00,19,678,764,4646
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Downtown Crossing,place-dwnxg,26253,34330,49,15:00:00,536,701,2064,4647
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,34,207,13,07:00:00,3,16,115,4648
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,628,21025,49,19:00:00,13,429,429,4649
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Downtown Crossing,place-dwnxg,33032,31193,49,16:00:00,674,637,2398,4650
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,70,189,13,08:00:00,5,15,107,4651
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,521,14982,49,20:00:00,11,306,291,4652
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Downtown Crossing,place-dwnxg,41813,30521,49,17:00:00,853,623,2818,4653
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,82,306,13,09:00:00,6,24,129,4654
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,531,11948,49,21:00:00,11,244,229,4655
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Downtown Crossing,place-dwnxg,26281,21450,49,18:00:00,536,438,1806,4656
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,69,493,13,10:00:00,5,38,145,4657
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,498,10449,49,22:00:00,10,213,214,4658
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Downtown Crossing,place-dwnxg,17949,14114,49,19:00:00,366,288,1146,4659
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,Stony Brook,place-sbmnl,66,671,13,11:00:00,5,52,186,4660
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Davis,place-davis,273,7056,49,23:00:00,6,144,146,4661
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,Downtown Crossing,place-dwnxg,12075,9691,49,20:00:00,246,198,763,4662
